page,raw_line,lane_candidate,matched_lane,rate_1,rate_2,lane,rate_value,diff_rate_1
13,"KGL NBO F24 KABATI 141 KEG KES KABATI 147 25,416.08 22,074.47",F24 KABATI 141 KEG,,25416.08,22074.47,,,
13,"cL NOG F24-KAGIO 147 KEG KEG [Kagio 141 26,056.05 24,197.45",F24-KAGIO 147 KEG,,26056.05,24197.45,,,
13,"KELNBO F24- TALA 147 KEG KEG Kagundo 147 15,439.59 17,495.63",F24- TALA 147 KEG,,15439.59,17495.63,,,
13,"KBL NBO F24. KAHURO 14T KEG KEG |Kohuro 44T 27,858.11 75,072.94",F24. KAHURO 14T KEG,,27858.11,75072.94,,,
13,"KOL NBO F24- KAKAMEGA 147 KEG iat 93,505.82 83,257.94",F24- KAKAMEGA 147 KEG,KBL NBO F20 - KAKAMEGA 14T KEG,93505.82,83257.94,KBL NBO F20 - KAKAMEGA 14T KEG,782.4,92723.42000000001
13,"KBL NBO F24. KANGARI 147 KEG 147 23,955.38 23,559.04",F24. KANGARI 147 KEG,,23955.38,23559.04,,,
13,"KHL NBO F24 - KAPSABET 14T KEG 14T 99,654.22 89,688.40",F24 - KAPSABET 14T KEG,,99654.22,89688.4,,,
13,"KELNGO F24- KARATINA 141 KEG iat 34,204.95 aAG",F24- KARATINA 141 KEG,KBL NBO F20 - KARATINA 14T KEG,34204.95,,KBL NBO F20 - KARATINA 14T KEG,262.19,33942.759999999995
13,"KEL NGO F24- KERUGOYA 147 KEG 147 53,571.37 20,234.23",F24- KERUGOYA 147 KEG,,53571.37,20234.23,,,
13,"KBL NBO F24 - KIAMBU 14T KEG 147 14,291.71 12,862.54",F24 - KIAMBU 14T KEG,KBL NBO F20 - KINAMBA 14T KEG,14291.71,12862.54,KBL NBO F20 - KINAMBA 14T KEG,102.98,14188.73
13,"KBL NBO F24. KIANYAGA 147 KEG 147 34,625.57 33,163.01",F24. KIANYAGA 147 KEG,,34625.57,33163.01,,,
13,"KBLNBO F24- KIBWEZI 147 KEG 1ay 50,695.83 45,626.25",F24- KIBWEZI 147 KEG,,50695.83,45626.25,,,
13,"KOLNGO F24- KIKUYU 147 KEG 147 12,558.03 11,302.77",F24- KIKUYU 147 KEG,,12558.03,11302.77,,,
13,"ROL NOG F24- KILIFI 147 KEG iat 124,616.34 112,154.71",F24- KILIFI 147 KEG,,124616.34,112154.71,,,
13,"BL NGO F24- KINAMBA 14T KEG 147 60,508.92 54,458.08",F24- KINAMBA 14T KEG,KBL NBO F20 - KINAMBA 14T KEG,60508.92,54458.08,KBL NBO F20 - KINAMBA 14T KEG,102.98,60405.939999999995
13,"XBLNBO F24- KISII 147 KEG wT 147 73,963.47 66,567.12",F24- KISII 147 KEG,KBL NBO F20 - KISII 14T KEG,73963.47,66567.12,KBL NBO F20 - KISII 14T KEG,525.25,73438.22
13,"KGL NGO F24 - KISUMU 44T KEG [LAKE 147 85,269.54 16,742.56",F24 - KISUMU 44T KEG,,85269.54,16742.56,,,
13,"KUL NNO F24- KITAUE 147 KEG KEG NBO RIFT KITALE 141 92,262.83 83,036.55",F24- KITAUE 147 KEG,,92262.83,83036.55,,,
13,"KGL NGO F24. KITENGELA 147 KEG KEG Nao MOUNTAIN |Kitengela 147 21,274.12 19,056.71",F24. KITENGELA 147 KEG,,21274.12,19056.71,,,
13,"KBLNBO F24.LIMURU 147 KEG KEG Nao WaRosI _(UuMURU 1aT 15,704.85 14,184.37",F24.LIMURU 147 KEG,,15704.85,14184.37,,,
13,"KBLNBO F24- MACHAKOS 17 KEG KEG NBO COAST __|MACHAKOS 1aT 25,708.02 23,137.22",F24- MACHAKOS 17 KEG,KBL NBO F20 - MACHAKOS 14T KEG,25708.02,23137.22,KBL NBO F20 - MACHAKOS 14T KEG,591.86,25116.16
13,"KBL.NBO F24 - MARIMANTI 14T KEG KEG NGO UNT qaT 53,854.70 48,469.23",F24 - MARIMANTI 14T KEG,,53854.7,48469.23,,,
13,"KBL NGO F24. MARSABIT 147 KEG KuG MARSABIT 1aT 124,214.15 113,792.74",F24. MARSABIT 147 KEG,,124214.15,113792.74,,,
13,"KUL INDO F24- MERU 307 KEG MERU 147 56,983.45 51,285.11",F24- MERU 307 KEG,,56983.45,51285.11,,,
13,"KBLNGO F24 - MLOLONGO 147 KEG MLOLONGO 147 16,662.65 15,176.39",F24 - MLOLONGO 147 KEG,KBL NBO F20 - MLOLONGO 14T KEG,16662.65,15176.39,KBL NBO F20 - MLOLONGO 14T KEG,565.97,16096.680000000002
13,"KBL NBO F24- MURANGA 147 KEG KEG MURANG'A iat 24,556.83 72,103.13",F24- MURANGA 147 KEG,,24556.83,72103.13,,,
13,"LNA F24- MUTOMO 147 KEG KEG MUTOMO 1ay 52,503.83, 47,253.45",F24- MUTOMO 147 KEG,KBL NBO F20 - MUTOMO 14T KEG,52503.83,47253.45,KBL NBO F20 - MUTOMO 14T KEG,934.52,51569.310000000005
13,"KBLNBO F24 MWATATE LAT KEG KEG MWATATE 14T 85,626.80 77,064.12",F24 MWATATE LAT KEG,,85626.8,77064.12,,,
13,"KBLNBO F24 . MWEA 141 KEG KEG MWEA 147 27,648.40 24,083,56",F24. MWEA 141 KEG,,27648.4,,,,
13,"KBLINGO F24- MWIKIL4T KEG KEG [Movik 1aT 19,175.45 17,257.91",F24- MWIKIL4T KEG,,19175.45,17257.91,,,
13,"KEL NGO F24. MWINGI 14T KEG KeG MWINGI 1aT 36,427.58 $4,584.82",F24. MWINGI 14T KEG,KBL NBO F20 - MWINGI 14T KEG,36427.58,4584.82,KBL NBO F20 - MWINGI 14T KEG,571.01,35856.57
13,"KBLNO F24 - NAKURU 14T KEG KEG NAKUAU 147 43,740.53 39,366.48",F24 - NAKURU 14T KEG,KBL NBO F20 - NKUBU 14T KEG,43740.53,39366.48,KBL NBO F20 - NKUBU 14T KEG,782.02,42958.51
13,"KBLNBO F24- NANYUKII4Y KEG KEG NANYUKI iat 57,869.95 $2,082.90",F24- NANYUKII4Y KEG,,57869.95,2082.9,,,
13,"KBL NBO F24- NGONG 147 KEG NGONG i4t 20,046.75 10,042.08",F24- NGONG 147 KEG,KBL NBO F20 - NGONG 14T KEG,20046.75,10042.08,KBL NBO F20 - NGONG 14T KEG,815.06,19231.69
13,"KBLNGO F24- NIORO 14T KEG Njoro, ay 47,946.77 43,152.09",F24- NIORO 14T KEG,,47946.77,43152.09,,,
13,"KELNGO F24. NKUBU 14T KEG NKUBU 147 62,585.37 $6,326.03",F24. NKUBU 14T KEG,KBL NBO F20 - NKUBU 14T KEG,62585.37,6326.03,KBL NBO F20 - NKUBU 14T KEG,782.02,61803.350000000006
13,"KBL NGO F24- NAB JERICHO 147 KEG Ni JERICHO U0 aT 13,538.63 12,184.77",F24- NAB JERICHO 147 KEG,,13538.63,12184.77,,,
13,"KAL NGO F24 - NAB NASRA 147 KEG NRB NASRA EB 14t 11,646.17 55",F24 - NAB NASRA 147 KEG,,11646.17,,,,
13,"XBLNGO F24- NYAHURURU 147 KEG NYAHURUAU wat a6, 990,33 44,098.50",F24- NYAHURURU 147 KEG,KBL NBO F20 - NYAHURURU 14T KEG,44098.5,,KBL NBO F20 - NYAHURURU 14T KEG,357.48,43741.02
13,"KBLNBO F24- NVYAMBARE 141 KEG NYAMBARE ut 17,656.33 16,070.70",F24- NVYAMBARE 141 KEG,,17656.33,16070.7,,,
13,"KAL NGO F24- NYERI 147 KEG NYERI 147 49,358.77 35,238.39",F24- NYERI 147 KEG,KBL NBO F20 - NYERI 14T KEG,49358.77,35238.39,KBL NBO F20 - NYERI 14T KEG,312.01,49046.759999999995
13,"KBL NBO F24- OTHAYA 147 KEG Othaya 147 38,920.08 35,028.07",F24- OTHAYA 147 KEG,,38920.08,35028.07,,,
13,"KBLNGO F24. PIPELINE 14T KEG NAIROBI | PIPELINE 147 23,530.63 12,184.77",F24. PIPELINE 14T KEG,,23530.63,12184.77,,,
13,"KBLNSO F24. RUIRU 147 KEG 1OUN AYIRU 1aT 19,268.62 17,341.76",F24. RUIRU 147 KEG,,19268.62,17341.76,,,
13,"KBL NGO F24- SAMBUAU 14T KEG COAST _|SAMBURU 1aT 99,547.04 9,592.94",F24- SAMBUAU 14T KEG,,99547.04,9592.94,,,
13,"KBL NGO F24- THIKA 147 KEG MOUNTAIN |THIKA 147 17,495.08 15,745.57",F24- THIKA 147 KEG,KBL NBO F20 - THIKA 14T KEG,17495.08,15745.57,KBL NBO F20 - THIKA 14T KEG,211.31,17283.77
13,"KBLNNO F24- UKUNDA 147 KEG COAST _|UKUNDA iat 123,205.70 110,887.83",F24- UKUNDA 147 KEG,,123205.7,110887.83,,,
13,"KBL NBO F24 - VOI 1AT KEG 1at 51,583.91 73,425.52",F24 - VOI 1AT KEG,KBL NBO F20 - VOI 14T KEG,51583.91,73425.52,KBL NBO F20 - VOI 14T KEG,125.92,51457.990000000005
13,"KBLINBO F24. WOTE 14T KEG 147 31,660.43 26,494.39",F24. WOTE 14T KEG,,31660.43,26494.39,,,
13,"KBL NBO F24 - WUNDANYVI 14T KEG 147 90,035.72 81,086.15",F24 - WUNDANYVI 14T KEG,KBL NBO F20 - WUNDANYI 14T Keg,90035.72,81086.15,KBL NBO F20 - WUNDANYI 14T Keg,207.16,89828.56
13,"KBL NBO F24 - BOMET 307 KEG Ti 91,472.22 62,325.00 9,147.22",F24 - BOMET 307 KEG,KBL NBO F20 - BOMET 30T KEG,91472.22,62325.0,KBL NBO F20 - BOMET 30T KEG,729.92,90742.3
13,"KBL NBO F24 . BUNGOMA 30T KEG 307 159,262.92 143,336.63, 15,926.29",F24. BUNGOMA 30T KEG,KBL NBO F20 - BUNGOMA 30T KEG,159262.92,143336.63,KBL NBO F20 - BUNGOMA 30T KEG,145.13,159117.79
13,"KBLNBO F24- DURUBURU 307 KEG 307 20,148.07 18,133.26 2,014.61",F24- DURUBURU 307 KEG,,20148.07,18133.26,,,
13,"KBL NSO F24. CHANGAMWE 30T KEG 30T 103,918.95 93,727.06 10,193.90",F24. CHANGAMWE 30T KEG,,103918.95,93727.06,,,
13,"F24. CHUKA 407 KEG 30T 73,434.94 66,091.45 7,343.49",F24. CHUKA 407 KEG,,73434.94,66091.45,,,
13,"KBL NBO F24- DANOORA 30T KEG 301 17,044.56 15,340.10 1,704.46",F24- DANOORA 30T KEG,,17044.56,15340.1,,,
13,"KBLNAO F24 - DONYO 30T KEG 30r, 33,213.38 04 3,921,34",F24 - DONYO 30T KEG,,33213.38,,,,
14,"KGL NBO F24 - EMALI 430T KEG KEG NBO COAST MAUL 30T 44,499.46 40,049.51 4,449.95",F24 - EMALI 430T KEG,KBL NBO F20 - EMALI 30T KEG,44499.46,40049.51,KBL NBO F20 - EMALI 30T KEG,766.8,43732.659999999996
14,"OL NBO F24 - EMBU 30T KEG KEG NbO MOUNTAIN JEMBU Ao} A2,026,67 37,824.00 4,202.67",F24 - EMBU 30T KEG,KBL NBO F20 - EMBU 30T KEG,37824.0,4202.67,KBL NBO F20 - EMBU 30T KEG,26.67,37797.33
14,"KBL NBO F24 - GITHURAI30T KEG KtG NBO NAIROBI GITHURAL zor 20,148.07 18,393.26 2,014.81",F24 - GITHURAI30T KEG,KBL NBO F20 - GITHUNGURI 30T KEG,20148.07,18393.26,KBL NBO F20 - GITHUNGURI 30T KEG,867.1,19280.97
14,"KGL NBO F24 - KAGIO 30T KEG ‘KEG NBO MOUNTAIN [Kagio sor 46,688.00 42,019.20 4,668.50",F24 - KAGIO 30T KEG,,46688.0,42019.2,,,
14,"KBL NBO F24 - KANGEMA SOT KEG KEG NBO MOUNTAIN [Kangema 30T 44,976.17 40,478.55 4,497.62",F24 - KANGEMA SOT KEG,,44976.17,40478.55,,,
14,"SL_NBO F24 - KAPSABET 30T KEG KEG NBO RIFT Kapiabet aor 125,744.63 113,170.17 12,574.46",F24 - KAPSABET 30T KEG,,125744.63,113170.17,,,
14,"KBL NBO F24 - KARATINA 307 ki KEG Nao MOUNTAIN | KAAAT! 307) 58,504.35 $2,653.92 5,850.44",F24 - KARATINA 307 ki KEG,KBL NBO F20 - KARATINA 30T KEG,58504.35,2653.92,KBL NBO F20 - KARATINA 30T KEG,57.5,58446.85
14,"KAL NBO F24 - KERICHO 307 KEG KEG NBO RIFT KERICHO jor 104,799.17 94,519.25 10,479.92",F24 - KERICHO 307 KEG,KBL NBO F20 - KERICHO 30T KEG,104799.17,94519.25,KBL NBO F20 - KERICHO 30T KEG,978.2,103820.97
14,"KBL NBO F24 - KEMUGOYA KEG KEG Nao Mi ‘AIN | Kerugoya 30T 41,486.87 37,338.18 AA48.69 |",F24 - KEMUGOYA KEG,,41486.87,37338.18,,,
14,"KGL NO F24 - KIAMBU 30T KEG KEG Ngo NAIROBI | Kiambu 30T 39,168,097 17,251.26 1,916.81",F24 - KIAMBU 30T KEG,KBL NBO F20 - KINAMBA 30T KEG,17251.26,1916.81,KBL NBO F20 - KINAMBA 30T KEG,291.99,16959.269999999997
14,"KL NBO F24 - KIANYAGA 30T KEG KEG NBO MOUNTAIN | Kianyaga 30T 56,071.17 $0,464.05 5,607,312",F24 - KIANYAGA 30T KEG,KBL NBO F20 - KINAMBA 30T KEG,56071.17,464.05,KBL NBO F20 - KINAMBA 30T KEG,291.99,55779.18
14,"KBL NGO F24 - KIBERA JOT KEG KEG NAO NAIROBI [Kikera 307) 20,146.07 18,133.26 2,014.81",F24 - KIBERA JOT KEG,,20146.07,18133.26,,,
14,"KGL NBO F24 - KIBWEZI30T KEG Go NBO [COAST KIBWEZI Mi 80,510.65 92,929.39 3,081.07",F24 - KIBWEZI30T KEG,,80510.65,92929.39,,,
14,"KGL NBO F24 - KIKUYU 307 KEG KEG NBO peewee Kikyyw 30T 26,658.37 23,992.53 2,665.84",F24 - KIKUYU 307 KEG,,26658.37,23992.53,,,
14,"KOL NBO F24 - KINAMBA 30T KEG KEG NBO [MOUNTAIN | KINAMBA aot 96,956.15 87,258,74 9,695.42",F24 - KINAMBA 30T KEG,KBL NBO F20 - KINAMBA 30T KEG,96956.15,9695.42,KBL NBO F20 - KINAMBA 30T KEG,291.99,96664.15999999999
14,"KEL NAO F24 - KIAITIU BOT KEG KEG INTAIN | KIRITIAL 30T 4,608.9 58,148.03 6,460.89",F24 - KIAITIU BOT KEG,,58148.03,6460.89,,,
14,"KOL NBO F24 - KISH 30T KEG JeEG KISIL aot, 219,237.53 107,313.78 11,923,75",F24 - KISH 30T KEG,KBL NBO F20 - KISII 30T KEG,219237.53,107313.78,KBL NBO F20 - KISII 30T KEG,409.7,218827.83
14,"KBL NBO F24 - KISUMU 30T KEG KEG Kisumu 30T 136,340.26 123,246.23 13,694.03",F24 - KISUMU 30T KEG,,136340.26,123246.23,,,
14,"KBL NBO F24 - KITALE JOT KEG KEG KITALE 30T| 92,715.22 83,443.70 9,271.52 |",F24 - KITALE JOT KEG,KBL NBO F20 - KITALE 30T KEG,92715.22,83443.7,KBL NBO F20 - KITALE 30T KEG,449.12,92266.1
14,"KBL.NBO F24 - KITENGELA 30T KEG MOUNTAIN | Kitengela jor 28,117.98 25,306.) 2,811.80",F24 - KITENGELA 30T KEG,,28117.98,2811.8,,,
14,"KBL NBO F24 - KITHYUKO 30T KEG KEG COAST KITHYUKO 30T 58,325.43 52,492.89 5,832.54",F24 - KITHYUKO 30T KEG,KBL NBO F20 - KITHYUKO 30T KEG,58325.43,52492.89,KBL NBO F20 - KITHYUKO 30T KEG,874.92,57450.51
14,"KBL NBO F24 - LIMUAU 30T KEG kiG NAIROBI UMURU aor 23,743.62 21,369.26 2.974.36",F24 - LIMUAU 30T KEG,,23743.62,21369.26,,,
14,"KBL NBO F24 - MACHAK T KEG KEG NBO |coast MACHAKOS 30T 35,042.89 33,539.60 3,504.29",F24 - MACHAK T KEG,KBL NBO F20 - MACHAKOS 30T KEG,35042.89,33539.6,KBL NBO F20 - MACHAKOS 30T KEG,117.24,34925.65
14,"KBL NBO F24 - MARSABIT 30T KEG KiG Ngo MOUNTAIN |MARsARIT 30oT 200,376.83 80,339.15 20,037.68",F24 - MARSABIT 30T KEG,KBL NBO F20 - MARSABIT 30T KEG,200376.83,80339.15,KBL NBO F20 - MARSABIT 30T KEG,43.35,200333.47999999998
14,"KBL NBO F24 - MATHARE JOT KEG KEG NBO OUNTAIN |MATHARE 30T 20,148.07 18,133.26 2,014.81",F24 - MATHARE JOT KEG,,20148.07,18133.26,,,
14,"KAL NOO F24- MATUU 30T KEG KEG NBO COAST MATUU 40 45,618.81 41,056.95 4,562.08",F24- MATUU 30T KEG,KBL NBO F20 - MATUU 30T KEG,45618.81,41056.95,KBL NBO F20 - MATUU 30T KEG,908.99,44709.82
14,"KBLNBO F24 - MLOLONGO 30T KEG MLOLONGO 39f 21,681.46 19,5133 2,168.15",F24 - MLOLONGO 30T KEG,KBL NBO F20 - MLOLONGO 30T Keg,21681.46,2168.15,KBL NBO F20 - MLOLONGO 30T Keg,483.13,21198.329999999998
14,"KBLNBO F24 - MWATATE 307 KEG | MWATATE yo 137,243.00 124,518.70 13,724.30",F24 - MWATATE 307 KEG,,137243.0,124518.7,,,
14,"KBL NBO F24 - NAIVASHA 30T KEG NAIVASHA, 307 39,301.83 35,191.65 3,910.48",F24 - NAIVASHA 30T KEG,KBL NBO F20 - NAIVASHA 30T KEG,39301.83,35191.65,KBL NBO F20 - NAIVASHA 30T KEG,259.01,39042.82
14,"KBL NBO F24 - NAKURU 30T KEG NAKURU Bi 70,194.24 63,174.82 7,019.42",F24 - NAKURU 30T KEG,KBL NBO F20 - NKUBU 30T KEG,70194.24,63174.82,KBL NBO F20 - NKUBU 30T KEG,566.29,69627.95000000001
14,"KBL.NBO F24 . NANYUKISOT KEG MOUNTAIN |NANYUKE 30T 80,494.63 72,045,17 8,049.46",F24. NANYUKISOT KEG,,80494.63,8049.46,,,
14,"KGL NBO F274 - NAROK JOT KEG RIFT NAROK _30T 63,561.67 $7,205.50 6,356.37",F274 - NAROK JOT KEG,,63561.67,7205.5,,,
14,"KBLNBO F24 - NGARA 30T KEG NAIROBI |Ngara Soy 20,145.07 18,333.26 7,014,891",F24 - NGARA 30T KEG,,20145.07,18333.26,,,
14,"KOL NBO F24 - NIORO 30T KEG RIFT Njoro 401 77,175,90 69,458.31 2,212.59",F24 - NIORO 30T KEG,,69458.31,2212.59,,,
14,"KGL NBO F24 - NKUBU 30T KEG MOUNTAIN |NKUBU 307 87,422.96 78,600.66 8,742.30",F24 - NKUBU 30T KEG,KBL NBO F20 - NKUBU 30T KEG,87422.96,78600.66,KBL NBO F20 - NKUBU 30T KEG,566.29,86856.67000000001
14,"KBL NBO F24- Niu CITY CENT 30T KEG KEG NBO RaInOpt NRO CITY CENT CO 307) 20,148.07 18,133.26 2,014.81",F24- Niu CITY CENT 30T KEG,,20148.07,18133.26,,,
14,"KBLNBO F24 - NRB JERICHO 307 KEG NBO NAIROBI NAB JERICHO EB 301 20,145.07 16,153.26 2,014.81",F24 - NRB JERICHO 307 KEG,KBL NBO F20 - NRB JERICHO 30T Keg,20145.07,16153.26,KBL NBO F20 - NRB JERICHO 30T Keg,918.44,19226.63
14,"MBL NBO F24 - NYAMBARE 30T KEG KEG NBO MOUNTAIN |NYAMBARE aor 27,851.79 25,065.61 2,785.18",F24 - NYAMBARE 30T KEG,KBL NBO F20 - NYAMBARE 30T Keg,27851.79,25065.61,KBL NBO F20 - NYAMBARE 30T Keg,779.38,27072.41
14,"KGL NBO F24 - NYERI SOT KEG NBO NTA! Lil} 307 60,335.85 54,302.25 6,033.58",F24 - NYERI SOT KEG,,60335.85,54302.25,,,
14,"KBLINGO F24 - PIPELINE 30T KEG KEG [NBO NAIROBI | PIPELINE 307 20,148.07 18,133.26 2,014.81",F24 - PIPELINE 30T KEG,KBL NBO F20 - PIPELINE 30T Keg,20148.07,18133.26,KBL NBO F20 - PIPELINE 30T Keg,918.44,19229.63
14,"KBLNBO F24 - RUIAU 30T KEG NBO MOUNTAIN |AUIRU aor 20,143.07 16,153.26 2,014.81",F24 - RUIAU 30T KEG,KBL NBO F20 - RUIRU 30T KEG,20143.07,16153.26,KBL NBO F20 - RUIRU 30T KEG,918.44,19224.63
14,"KEL NBO F24- RUNYENIES SOT KEG KEG NBO MOUNTAIN |RUNYENIES 30T 796.26 $6,516.63 6,279.63 |",F24- RUNYENIES SOT KEG,,796.26,6516.63,,,
14,"KAL MOO F24 - URI MOYO 40T KEG KEG Nao 30T 20,148.07 18,133.26 2",F24 - URI MOYO 40T KEG,,20148.07,18133.26,,,
14,"KBL NGO F24 - TALA 307 KEG KEG NBO Jor 46,072.62 41,465.36 4,607.26|",F24 - TALA 307 KEG,,46072.62,41465.36,,,
14,"KBL NGO F24 - UKUNDA 30T KEG KEG NEO 301 142,385.00 228,146.50 14,233.50",F24 - UKUNDA 30T KEG,KBL NBO F20 - UKUNDA 30T Keg,142385.0,228146.5,KBL NBO F20 - UKUNDA 30T Keg,262.32,142122.68
14,"KBL NBO F24 - WUNDANYI SOT KEG KEG BO COAST WUNDANY! 307 144,936.43 330,442.79 14,493.64",F24 - WUNDANYI SOT KEG,,144936.43,330442.79,,,
14,"|KBL NGO F24 - BABA DOGO 7.5ST KEG Li ST 10,186.30 9,167.67",F24 - BABA DOGO 7.5ST KEG,,10186.3,9167.67,,,
14,"KBL NBO F24 - BOMET 7.5T KEG KEG NEO 757 43,715.24 39,343.72",F24 - BOMET 7.5T KEG,KBL NBO F20 - BOMET 7.5T KEG,43715.24,39343.72,KBL NBO F20 - BOMET 7.5T KEG,966.58,42748.659999999996
14,"KOL NGO F24 - WUNGOMA 7.5T KEG KEG Noo 75T 74,961.41 67,465.27",F24 - WUNGOMA 7.5T KEG,KBL NBO F20 - BUNGOMA 7.5T KEG,74961.41,67465.27,KBL NBO F20 - BUNGOMA 7.5T KEG,442.63,74518.78
14,"KBL INDO F24- CHUKA 7.5T KEG a Ngo 7ST 32,994.09 25,694.68",F24- CHUKA 7.5T KEG,,32994.09,25694.68,,,
15,"KBL NBO F24- ELOORET 7.5T KEG KEG NBO fuFT ELOORET 7.57 60,027.48 54,024.73",F24- ELOORET 7.5T KEG,KBL NBO F20 - ELDORET 7.5T KEG,7.57,60027.48,KBL NBO F20 - ELDORET 7.5T KEG,535.5,-527.93
15,"OL NBO F24- EMBU 7.57 KEG KEG NbO MOUNTAIN |EMBU 7.57 26,328.94",F24- EMBU 7.57 KEG,KBL NBO F20 - EMBU 7.5T KEG,7.57,7.57,KBL NBO F20 - EMBU 7.5T KEG,225.45,-217.88
15,"KBL NBO F24- GILGIL7.ST KEG KEG NBO MOUNTAIN [GILGIL 7ST 20,003.96 25,275.56",F24- GILGIL7.ST KEG,,20003.96,25275.56,,,
15,"KOL NBO F24 - GITHURAI7.5T KEG KEG NBO NAIROB! —_|Githural 7ST 14,505.34 13,054.78",F24 - GITHURAI7.5T KEG,KBL NBO F20 - GITHUNGURI 7.5T KEG,14505.34,13054.78,KBL NBO F20 - GITHUNGURI 7.5T KEG,587.9,13917.44
15,"KBL NBO F24- HOLA 7 5T KEG NBO |coast Hala 7st 55,889.72 77,300.75",F24- HOLA 7 5T KEG,,55889.72,77300.75,,,
15,"KOL NBO F24- IKUTMA 7.5T KEG KEG NBO MOUNTAIN |IKUTHA 157 45,418.82 40,606.94",F24- IKUTMA 7.5T KEG,,45418.82,40606.94,,,
15,"KL NBO F24 - JUJA 7.5T KEG KES. NBO MOUNTAIN [Juja 7.57 10,573.80 9,516.42",F24 - JUJA 7.5T KEG,,7.57,10573.8,,,
15,"KGL NBO F24- KAGATI 7.5T KEG KEG NBO MOUNTAIN |KABATI 1st 15,777.51 14,199.76",F24- KAGATI 7.5T KEG,KBL NBO F20 - KABATI 7.5T KEG,15777.51,14199.76,KBL NBO F20 - KABATI 7.5T KEG,458.69,15318.82
15,"XBL NBO F24 - KAGIO 7.5T KEG KEG Ni MOUNTAIN | Kaglo 7.51 22,918.87 29,626.98",F24 - KAGIO 7.5T KEG,,7.51,22918.87,,,
15,"KBL NBO F24- KAHURO 7.51 KEG KEG NBO MOUNTAIN |Kahuie rsT 21,764,12 19,587.71",F24- KAHURO 7.51 KEG,,7.51,19587.71,,,
15,"KAt NAO F24- PST REG KEG NBO MOUNTAIN | Kangama rst 22,819.94 20,537.95",F24- PST REG KEG,,22819.94,20537.95,,,
15,"KA NBO F24 - KAPSADET 7.5T KEG KEG [NSO ANT Kapsabet 7.51 59,730.57 53,757.51",F24 - KAPSADET 7.5T KEG,,7.51,59730.57,,,
15,"KBL NBO F24. KARATINA 7.57 KEG KUG NBO MOUNTAIN |KARATINA 781 26,688.93 24,020.04",F24. KARATINA 7.57 KEG,KBL NBO F20 - KARATINA 7.5T KEG,7.57,26688.93,KBL NBO F20 - KARATINA 7.5T KEG,592.78,-585.2099999999999
15,"NAO F24- KAWANGWARE 7.5T KEG KEG NBO NAIRO Wy, 7.5T 11,166.30 10,049.67",F24- KAWANGWARE 7.5T KEG,KBL NBO F20 - KAWANGWARE 7.5T Keg,11166.3,10049.67,KBL NBO F20 - KAWANGWARE 7.5T Keg,753.36,10412.939999999999
15,"KBL NBO F24- KERUGOYA 7.57 KEG [kes NBO MOUNTAIN |Kerugeya 781 25,765.00 23,186.50",F24- KERUGOYA 7.57 KEG,,7.57,25765.0,,,
