page,raw_line,lane_candidate,matched_lane,rate_1,rate_2,lane,rate_value,diff_rate_1
15,"KEL NBO F24 - KIBWEZI7.5T KEG KEG N6O COAST KIBWEZI 751 38,755.14 34,879.63",F24 - KIBWEZI7.5T KEG,KBL NBO F20 - KIBWEZI 7.5T Keg,38755.14,34879.63,KBL NBO F20 - KIBWEZI 7.5T Keg,905.25,37849.89
15,"KBL NBO F24 . KIKUYU 7.57 KEG KEG NBO MOUNTAIN |Kikw 7.87 10,186.30 9,167.67",F24. KIKUYU 7.57 KEG,,7.57,7.87,,,
15,"KBL NBO F24- KHMUTINN ST KEG MOUNTAIN [KIRITIRE 7.51 30,979.05 27,881.15",F24- KHMUTINN ST KEG,,7.51,30979.05,,,
15,"/KOL NGO F24- KISHI 7.5T KEG AUET kisi 757 $6,396.98 $0,757.22",F24- KISHI 7.5T KEG,KBL NBO F20 - KISII 7.5T KEG,6396.98,757.22,KBL NBO F20 - KISII 7.5T KEG,907.05,5489.929999999999
15,"KBL NBO F24- KISUMU 7.5T KEG 7.51 $3,013.1) 358,513.61",F24- KISUMU 7.5T KEG,,7.51,358513.61,,,
15,"KGL NOO F24 - KITENGELA 7.57 KEG 2ST 14,286.39 10,357.75",F24 - KITENGELA 7.57 KEG,,7.57,14286.39,,,
15,"KBL NBO F24- MACHAKOS 7.51 KEG 781 17,327.55 15,554.80",F24- MACHAKOS 7.51 KEG,KBL NBO F20 - MACHAKOS 7.5T KEG,7.51,17327.55,KBL NBO F20 - MACHAKOS 7.5T KEG,40.35,-32.84
15,"KGLNBO F24- MATUU 7.57 KEG 75T 22,546.86 20,292.17",F24- MATUU 7.57 KEG,KBL NBO F20 - MATUU 7.5T KEG,7.57,22546.86,KBL NBO F20 - MATUU 7.5T KEG,366.18,-358.61
15,"KBL NBO F24- MAUA 7.ST KEG 7ST 49,453 44,507.88",F24- MAUA 7.ST KEG,KBL NBO F20 - MAUA 7.5T KEG,44507.88,,KBL NBO F20 - MAUA 7.5T KEG,293.25,44214.63
15,"KBL NBO F24- MWEA 7.57 KEG KEG NEO MOUNTAIN |MWEA 1st 24,009,12 19,448.21",F24- MWEA 7.57 KEG,,7.57,19448.21,,,
15,"KIL NBO F24 - MWIKI7 STKEG KEG NBO Nanos — | Mwild 751 14,342.83 12,908.55",F24 - MWIKI7 STKEG,,14342.83,12908.55,,,
15,"KIL NAO F24 - NAXURU 7.5T KEG KEG Ngo at NAKURU 7ST 33,459.10 30,133,19",F24 - NAXURU 7.5T KEG,KBL NBO F20 - NYAHURURU 7.5T KEG,33459.1,,KBL NBO F20 - NYAHURURU 7.5T KEG,455.29,33003.81
15,"KBL NBO F24 - NGONG 7.51 KEG KEG NBO [NAIROBI _|NGONG 2517 12,021,395 11,538.22",F24 - NGONG 7.51 KEG,KBL NBO F20 - NGONG 7.5T KEG,7.51,11538.22,KBL NBO F20 - NGONG 7.5T KEG,442.2,-434.69
15,"KIL NBO F24 - NIDRO 75ST KEG [aur Njoro 7ST 36,559.17 32,903.28",F24 - NIDRO 75ST KEG,,36559.17,32903.28,,,
15,"KAL NBO F24 - NAG CITY CENT 7.57 KEG NAIROBI! [NAB CITY CENT EB 257 10,186.30 5,167.67",F24 - NAG CITY CENT 7.57 KEG,,7.57,10186.3,,,
15,"KBL NBO F24 - NAB JERICHO 7.57 KEG NAIROBI _|NRB JERICHO EB 757 11,166.30 10,049.67",F24 - NAB JERICHO 7.57 KEG,KBL NBO F20 - NRB JERICHO 7.5T Keg,7.57,11166.3,KBL NBO F20 - NRB JERICHO 7.5T Keg,753.36,-745.79
15,"KEL NBO F24- NYERU7.ST KEG MOUNTAIN |NYER! 751 29,640.09 26,676.08",F24- NYERU7.ST KEG,,29640.09,26676.08,,,
15,"KBL NBO F24 - OTHAYA 7.5T KEG t a 7.5 26,998.93 74,299.04",F24 - OTHAYA 7.5T KEG,,26998.93,74299.04,,,
15,"KBLNBO F24 - RUIRU 7.5T KEG MOUNTAIN [RUIAU 25T 10,186.30 9,167.67",F24 - RUIRU 7.5T KEG,KBL NBO F20 - RUIRU 7.5T KEG,10186.3,9167.67,KBL NBO F20 - RUIRU 7.5T KEG,753.36,9432.939999999999
15,"KBL NBOF24- SHAUMI MOYO 7.5T KEG 78T 14,238.18 12,814.36",F24- SHAUMI MOYO 7.5T KEG,,14238.18,12814.36,,,
15,"KBL.N@O F24 - TALA7.5T KEG SOAST TALA EB 7.57 22,748.37 7",F24 - TALA7.5T KEG,,7.57,22748.37,,,
15,"KBL NGO F24 - TAVETA7.ST KEG COAST TAVETA 7.51 63,412.01 57,070.81",F24 - TAVETA7.ST KEG,KBL NBO F20 - TAVETA 7.5T KEG,7.51,63412.01,KBL NBO F20 - TAVETA 7.5T KEG,139.48,-131.97
15,"KOL NOD F24 - THIKA 7.5T KEG MOURYAIN |THIKA 2.57 12,077.33 10,869.60",F24 - THIKA 7.5T KEG,KBL NBO F20 - THIKA 7.5T KEG,2.57,12077.33,KBL NBO F20 - THIKA 7.5T KEG,682.99,-680.42
15,"KBLNBO F24 - UTHIAU 7.5T KEG NAIROBI! —_|Uthirw 7.5T 12,345.63 43,112.07",F24 - UTHIAU 7.5T KEG,KBL NBO F20 - THIKA 7.5T KEG,12345.63,43112.07,KBL NBO F20 - THIKA 7.5T KEG,682.99,11662.64
15,"KGL NGO F24 - KISUMU DEPOT JOT BEER PRIMARY _|NBO NAIROBI [KISUMU DEPOT sor 107,198.03 96,478.23 10,719.80",F24 - KISUMU DEPOT JOT BEER,KBL NBO F20 - KISUMU DEPOT 30T BEER,107198.03,96478.23,KBL NBO F20 - KISUMU DEPOT 30T BEER,744.93,106453.1
15,"KAt NBG F24 - BUNGOMA 14 SPIRIT SPIRITS NgO LAKE BUNGOMA ut 100,241.42 90,217.28",F24 - BUNGOMA 14 SPIRIT SPIRITS,KBL NBO F20 - BUNGOMA 14T SPIRIT,100241.42,90217.28,KBL NBO F20 - BUNGOMA 14T SPIRIT,646.35,99595.06999999999
16,"KGL NBO F24- EMBU 147 SPIRIT SPIRITS ~—s|NBO Mau 147 33,293.20 29,963.88",F24- EMBU 147 SPIRIT SPIRITS,,33293.2,29963.88,,,
16,"KOL NBO F24 - KAKAMEGA 14T SPIRIT SPIRITS NEO Thi 93,721.76 64,349.56",F24 - KAKAMEGA 14T SPIRIT SPIRITS,,93721.76,64349.56,,,
16,"KALNKOF24-KSPIITM ERALATSPIRITS NEO. 44T 12,765.64 11,489.08",F24-KSPIITM ERALATSPIRITS,,12765.64,11489.08,,,
16,"KGL NBO F24 - KITENGELA 147 SPIRIT SPIRITS NBO NAIROBI |KITENGELA 147 37,735.96 33,962.36",F24 - KITENGELA 147 SPIRIT SPIRITS,KBL NBO F20 - KITENGELA 14T SPIRIT,37735.96,33962.36,KBL NBO F20 - KITENGELA 14T SPIRIT,865.26,36870.7
16,"KBL NBO F24 - LAMU LAT SPIRIT SPIRITS NBO COAST LAMU 1at 113,747.85 102,373.07",F24 - LAMU LAT SPIRIT SPIRITS,,113747.85,102373.07,,,
16,"KBL NBO F24 - LODWAA 147 Spiltt SPIRITS NBO MOUNTAIN |LOOWAR 14T 150,801.05 135,720.95",F24 - LODWAA 147 Spiltt SPIRITS,,150801.05,135720.95,,,
16,"KOL NBO F24- LONOKTOK 147 SPIRIT SPIRITS NBO MOUNTAIN [LOITOKTOK 14T 49,035.02 43,213.52",F24- LONOKTOK 147 SPIRIT SPIRITS,,49035.02,43213.52,,,
16,"0 F24- MA PI SPIRITS NBO NAIROBI [MAB 147) 11,003.64 3,901.48",F24- MA PI SPIRITS,,11003.64,3901.48,,,
16,"KBL NBO F24 - MACHAKOS 147 SPIRIT SPIRITS NBO COAST CHAKOS pei 21,415.77 19,274.19",F24 - MACHAKOS 147 SPIRIT SPIRITS,KBL NBO F20 - MACHAKOS 14T SPIRIT,21415.77,19274.19,KBL NBO F20 - MACHAKOS 14T SPIRIT,212.01,21203.760000000002
16,"KBL NBO F24 . MAKONGENI 147 SPIRIT SPIRITS NBO MOUNTAIN |MAKONGENI 147: 16,446.10 14,801.49",F24. MAKONGENI 147 SPIRIT SPIRITS,,16446.1,14801.49,,,
16,"KL NRO F24- MARIAKAN14I1 SPIT SPIRITS NBO COAST _| MARIAKANI 14T 106,719.39 96,047.45",F24- MARIAKAN14I1 SPIT SPIRITS,,106719.39,96047.45,,,
16,"KL NBO F24- MARSADIT 147 SPIRIT SPIRITS NBO MOUNTAIN |MARSABIT Thi 125,567.14 113,010.43",F24- MARSADIT 147 SPIRIT SPIRITS,,125567.14,113010.43,,,
16,"KBL NBO F24 - MAUA 147 SPIRIT SPIRITS NBO MOUNTAIN [MAUA at 66,045.28 59,440.75",F24 - MAUA 147 SPIRIT SPIRITS,,66045.28,59440.75,,,
16,"KBL NBO F24- MEMORIAL i4T SPIRIT SPIRITS NBO RIFT MEMORIAL 147 11,491.64 10,342.48",F24- MEMORIAL i4T SPIRIT SPIRITS,,11491.64,10342.48,,,
16,"KGL NBO F24- MERU 147 SPIRIT SPIRITS NBO MOUNTAIN [MERU 447 5 49,408.86",F24- MERU 147 SPIRIT SPIRITS,,49408.86,,,,
16,"KBL NBO F24- MOMBASA 147 SPIRIT SPIRITS NBO COAST [MOMBASA at 117,617.82 105,855.77",F24- MOMBASA 147 SPIRIT SPIRITS,,117617.82,105855.77,,,
16,"KBL NBO F24- MURANGA 147 SPIRIT SPIRITS NBO MOUNTAIN |MURANGA 147’ 23,783.02 21,405.44",F24- MURANGA 147 SPIRIT SPIRITS,,23783.02,21405.44,,,
16,"KGL NBO F24- MWEA 141 Spin SPIRITS NBO MOUNTAIN |MWEA hi 25,875.40 24,107.86.",F24- MWEA 141 Spin SPIRITS,,25875.4,24107.86,,,
16,"KBL NBO F24 - MWIKI 147 SPIRIT SPIRITS NBO NAIROBI | 147 11,393.64 10,254.28",F24 - MWIKI 147 SPIRIT SPIRITS,,11393.64,10254.28,,,
16,"KBL NBO F24 - NAIROBI THT 14 SPIRIT SPIRITS Nao NAIROM [NAOT THT iat 9,686.17 _8,747.55",F24 - NAIROBI THT 14 SPIRIT SPIRITS,,9686.17,8747.55,,,
16,"KBL NBO F24 - NAKURU 147 SPIRIT SPIRITS NBO RIFT NAKURU 14T 47,967.54 38,670.79",F24 - NAKURU 147 SPIRIT SPIRITS,KBL NBO F20 - NAKURU 14T SPIRIT,47967.54,38670.79,KBL NBO F20 - NAKURU 14T SPIRIT,203.61,47763.93
16,"KGL NDO F24-NAROK 447 SPIRIT SPIRITS NBO RIFT Narok 147! 971.62 35,074.46",F24-NAROK 447 SPIRIT SPIRITS,,971.62,35074.46,,,
16,"KBL NBO F24 - NGARA 14T SPIRIT SPIRITS N NAIROG| 1aT 11,393.64 10,254.28",F24 - NGARA 14T SPIRIT SPIRITS,KBL NBO F20 - NGARA 14T SPIRIT,11393.64,10254.28,KBL NBO F20 - NGARA 14T SPIRIT,385.35,11008.289999999999
16,"Kil, NOG F24 - NGONG 147 SPT SPIRITS NO NAIROB! |Ngon 147) 17,584.00 15,025.60",F24 - NGONG 147 SPT SPIRITS,,17584.0,15025.6,,,
17,"|KAL NGO F24- NKUBU 147 SPIRIT SPIRITS [une MOUNTAIN |NKUDU 1ar 51,744.08 46,569.67",F24- NKUBU 147 SPIRIT SPIRITS,,51744.08,46569.67,,,
17,"KBL NBO F24- INDUSTRIAL AREA 147 SPiuT SPIRITS NBO NAIROBI! | NAG INDUST AREA 347 12,765.64 11,489.08",F24- INDUSTRIAL AREA 147 SPiuT SPIRITS,,12765.64,11489.08,,,
17,"KGL NBO F24. NYAHURURU 247 SPIRIT SPIRITS Nba RET NYAHURURU 14T 48,225.34 43,40821",F24. NYAHURURU 247 SPIRIT SPIRITS,,48225.34,,,,
17,"KBL N&O F24- AONGAI14T SPIRIT SPIRITS [NBO NAIROBI! — [RONGAI 1st 12,627.32 14,364.59",F24- AONGAI14T SPIRIT SPIRITS,,12627.32,14364.59,,,
17,"KOL NHO F24- THIKA 147 SPIRIT SPIRITS | NBO MOUNTAIN |THIKA 14} 15,331.45 13,798.31",F24- THIKA 147 SPIRIT SPIRITS,,15331.45,13798.31,,,
17,"LNG F24- UTHIRU 147 SPIRIT SPIRITS NBO NAIRMOM JUTHIAU 14T 12,765.64 11,489.08",F24- UTHIRU 147 SPIRIT SPIRITS,,12765.64,11489.08,,,
17,"KBL NBO F24- WAJIR 247 SPIRIT SPIRITS NBO MOUNTAIN |WAJIR at 156,334.20 140,700.78",F24- WAJIR 247 SPIRIT SPIRITS,,156334.2,140700.78,,,
17,"kOL NBO F24- ATHIAIVER JOT SPIRIT SPIRITS NBO NAIROBI [ATHIAIVER 307! 19,865.52 17,878.97 1,986.35",F24- ATHIAIVER JOT SPIRIT SPIRITS,,19865.52,17878.97,,,
17,"KOL NBO F24- BUNGOMA 307 SPinuT SPIRITS NBO LAKE uncon sor 161,595.04 145,435.54 16,159.50",F24- BUNGOMA 307 SPinuT SPIRITS,,161595.04,145435.54,,,
17,"QL NBO F24 - QURUBUAU 30T SPIRIT SPIRITS NBO NAIRO URU 307! 16,856.80 45,173.12 1,685.60",F24 - QURUBUAU 30T SPIRIT SPIRITS,,16856.8,45173.12,,,
17,"KDL NBO F24- DANDORA JOT sPIAIT SPIRITS NEO NAIROBI Gandara aor! 16,856.60 15,173.12 1,685.68",F24- DANDORA JOT sPIAIT SPIRITS,,16856.6,15173.12,,,
17,"KBL NBO F24- DONYO 30T SPIRIT SPIRITS no MOUNTAIN |DONYO 307! 33,226.95 29,904,26 3,322.70",F24- DONYO 30T SPIRIT SPIRITS,,33226.95,3322.7,,,
17,"KBL NBO F24- GIKOMBA 30T SPIRIT SPIRITS NBO NAIROBI = [GiKOMBA jor 16,856,680 15,171.32 1,685.68",F24- GIKOMBA 30T SPIRIT SPIRITS,,15171.32,1685.68,,,
17,"KBL NBO F24- ITEN 30T SPIRIT SPIRITS NBO RIFT ITEN aor 135,096.16 121,586.54 13,509.62",F24- ITEN 30T SPIRIT SPIRITS,,135096.16,121586.54,,,
17,"KIL NBO F24-JUJA JOT SPIRIT SPIRITS Wao MOUNTAIN [tu 307 17,836.60 46,053.12 1,783.68",F24-JUJA JOT SPIRIT SPIRITS,,17836.6,46053.12,,,
17,"BL N&O F24- KABATI SOT SPIRIT SPIRITS NEO MOUNTAIN |KABATI zor 29,736.12 26,762.51 2,973.63",F24- KABATI SOT SPIRIT SPIRITS,,29736.12,26762.51,,,
17,"KBL NBO F24- KAGIO 30T SPIRIT SPIRITS Noo MOUNTAIN | KAGIO 307 44,640.65 40,176.59 4,464.07",F24- KAGIO 30T SPIRIT SPIRITS,,44640.65,40176.59,,,
17,"KBL NBO F24. KAHAWA 30T SPIRIT SPIRITS Noo NAIROBI _|KAHAWA 30T 14,308.80 12,877.92 1,430.88",F24. KAHAWA 30T SPIRIT SPIRITS,,14308.8,12877.92,,,
17,"KIL NBO F24 - KAPSABET 307 SPIRIT SPIRITS NEO RIFE Kaprabet 307 127,501.41 114,753.27 12,730,14",F24 - KAPSABET 307 SPIRIT SPIRITS,,127501.41,114753.27,,,
17,"KL NOO F24 - KAREN SOF sPiart SPIRITS NEO NAIROBI | KAREN jor 14,308.89 12,877.92 1,430.48",F24 - KAREN SOF sPiart SPIRITS,,14308.89,12877.92,,,
17,"KBL NBO F24 - KAWANGWARE 307 SPIRIT SPIRITS NBO NAIROM _|KAWANGWARE 307 16,856.80 15,172.12 1,685.63",F24 - KAWANGWARE 307 SPIRIT SPIRITS,,16856.8,15172.12,,,
17,"KBL NBO F24. KERICHO 307 SPIRIT SPIRITS NEO RIFT KERICHO 30T 105,610.69 35,009.62 10,561.07",F24. KERICHO 307 SPIRIT SPIRITS,,105610.69,35009.62,,,
17,"KDL NGO F24 - KERUGOYA 307 SPIRIT SPIRITS NBO 30T $1,622.32 46,480.09 5,162.23",F24 - KERUGOYA 307 SPIRIT SPIRITS,KBL NBO F20 - KERUGOYA 30T SPIRIT,1622.32,46480.09,KBL NBO F20 - KERUGOYA 30T SPIRIT,35.02,1587.3
17,"KBL NBO F24 - KIANYAGA SOT SPIRIT SPIRITS NEO 307] 47,394.75 42,655.28 4,759.48",F24 - KIANYAGA SOT SPIRIT SPIRITS,,47394.75,42655.28,,,
17,"KOL NOG F24 - KINAMBA 30f SPIA SPIRITS Ngo 307 95,138.21 85,624.39 9,533.82",F24 - KINAMBA 30f SPIA SPIRITS,,95138.21,85624.39,,,
17,"KBL NBO F24- KIS 30T SPIRIT SPIRITS NBO 307 119,753.56 107,778.20 11,975.36",F24- KIS 30T SPIRIT SPIRITS,,119753.56,107778.2,,,
17,"KBL NBO F24 - KITENGELA SOY SPiny SPIRITS NBO a0T 20,042.95 18,756.66",F24 - KITENGELA SOY SPiny SPIRITS,,20042.95,18756.66,,,
17,"KAL NAG F24 - KITHYUKO 407 SPIRIT SPIRITS NBO 30T 56,509.48 50,858.55",F24 - KITHYUKO 407 SPIRIT SPIRITS,,56509.48,50858.55,,,
17,"K@L NBO F24 - LANGATA 307 SPIRIT SPIRITS, NBO 30T 14,696.00 13,407.12 1,489.68",F24 - LANGATA 307 SPIRIT SPIRITS,,14696.0,13407.12,,,
17,"KOL NNO F24 - LOITOXTOX SOT SPIRIT SPIRITS NBO sor 73,116,72 65,805.05 7,311.67",F24 - LOITOXTOX SOT SPIRIT SPIRITS,,65805.05,7311.67,,,
17,"KBL NBO F24 - LOKICHOGIO 30T SPIRIT SPIRITS Noo 30T 311,768.69 280,593.82 31,176.87",F24 - LOKICHOGIO 30T SPIRIT SPIRITS,KBL NBO F20 - LOKICHOGIO 30T SPIRIT,311768.69,280593.82,KBL NBO F20 - LOKICHOGIO 30T SPIRIT,784.64,310984.05
17,"KBL NBO F24 - MACHAKOS 307 SPIRIT SPIRITS NBO 307 33,226.95 29,904.26 3,",F24 - MACHAKOS 307 SPIRIT SPIRITS,KBL NBO F20 - MACHAKOS 30T SPIRIT,33226.95,29904.26,KBL NBO F20 - MACHAKOS 30T SPIRIT,264.23,32962.719999999994
17,"KL NOO F24- MALINDI SOT spinir SPIRITS NBO 307 217,701.98 195,931.60 21,770.18|",F24- MALINDI SOT spinir SPIRITS,,217701.98,195931.6,,,
18,"LINGO F24 - TAVETA 307 SPIRIT SPIRITS NBO COAST. TAVETA 30T 132,167.59 118,550.83 13,216.76",F24 - TAVETA 307 SPIRIT SPIRITS,KBL NBO F20 - TAVETA 30T SPIRIT,132167.59,118550.83,KBL NBO F20 - TAVETA 30T SPIRIT,224.07,131943.52
18,"KBLNBO F24 . THIXA 30T SPIRIT SPIRITS NBO MOUNTAIN | THIKA 301 21,610.93 19,449.34 2,161.09",F24. THIXA 30T SPIRIT SPIRITS,,21610.93,19449.34,,,
18,"KBL NBO F24 - UTHIRU 30T SPIRIT SPIRITS NBO NAIROB! |UTHIRU 30T 26,856.40 BS,A7LAZ 1,685,068",F24 - UTHIRU 30T SPIRIT SPIRITS,,26856.4,,,,
18,"KBL.NBO F240 - WANR JOT SPIRIT SPIRITS NBO MOUNTAIN |WAJIR 30T 249,322.93 224,390.64 24,932.29",F240 - WANR JOT SPIRIT SPIRITS,,249322.93,224390.64,,,
18,"KBL NBO F24 - CHANGAMWE 7 5ST SPIRIT SPIRITS. [NBO Jcoast Changemwe 7.5T 66,284.39 77,835.95",F24 - CHANGAMWE 7 5ST SPIRIT SPIRITS,,66284.39,77835.95,,,
18,"KBL NBO F24 - DANDORA 7.5T SPIRIT SPIRITS NBO NAIROBI Dandora 7.81 11,419.24 20,277.32",F24 - DANDORA 7.5T SPIRIT SPIRITS,,7.81,11419.24,,,
18,"KBL NBO F24 - DONYO 7.ST SPIRIT SPIRITS NDO MOUNTAIN | DONYO 751 16,856.57 15,180.16",F24 - DONYO 7.ST SPIRIT SPIRITS,,16856.57,15180.16,,,
18,"KBL NBO F24 - EMALI 7.57 SPIRIT SPIRITS NBO COAST EMALI 2.57 26,059.28 23,435.95",F24 - EMALI 7.57 SPIRIT SPIRITS,KBL NBO F20 - EMALI 7.5T SPIRIT,7.57,2.57,KBL NBO F20 - EMALI 7.5T SPIRIT,929.88,-922.31
18,"OL NOG F24- EMBAKASI 7.51 SPIT SPIRITS. NRO NAIROB) EMBAKASI 2.57 9,235.62 6,312.06",F24- EMBAKASI 7.51 SPIT SPIRITS,,7.51,2.57,,,
18,"KBL NGO F24- EMBU 7.57 SPIRIT SPIRITS NBO MOUNTAIN | EMBU 7.57 25,574.26 23,016.83",F24- EMBU 7.57 SPIRIT SPIRITS,,7.57,7.57,,,
18,"KBL NBO F24 - GIKOMBA 7.57 SPIRIT SPIRITS NBO NAIROBI |GIKOMAA 751 9,285.62 33",F24 - GIKOMBA 7.57 SPIRIT SPIRITS,,7.57,9285.62,,,
18,"KBL NBO F24 . GILGIL 7.57 SPIRIT SPIRITS njO RIFT GILGIL 757 26,349.28 23,714.35",F24. GILGIL 7.57 SPIRIT SPIRITS,,7.57,26349.28,,,
18,"KBL NBO F24 - HURUMA 7.57 SPIRIT SPIRITS NBO NAIROBI |HURUMA 7.51 10,411.62 9,370.46",F24 - HURUMA 7.57 SPIRIT SPIRITS,,7.57,7.51,,,
18,"KBL NBO F24 - ISIOLO 7ST SPIRIT SPIRITS NBO MOUNTAIN |ISIOLO 75 50,999.31 45,699.48",F24 - ISIOLO 7ST SPIRIT SPIRITS,,50999.31,45699.48,,,
18,"KBL NBO F24 - KAHAWA7.ST SPIRIT SPIRITS NBO NAIROBI KAHAWA 75 9,235.62 5,312.06",F24 - KAHAWA7.ST SPIRIT SPIRITS,,9235.62,5312.06,,,
18,"KBL NBO F24 - KAKAMEGA 7.57 SPIRIT SPIRITS NBO LAKE Kokamega 2.5 93,566.56 4.",F24 - KAKAMEGA 7.57 SPIRIT SPIRITS,,7.57,93566.56,,,
18,"KAL NAO F274 - ABET 7 5T SPIRIT SPIRITS NBO RIFT Kapsabet 7.57 59,868.11 53,681.30",F274 - ABET 7 5T SPIRIT SPIRITS,,7.57,59868.11,,,
18,"KBL NBO F246 - KAWANGWARE 7.57 SPIRIT SPIRITS NBO NAIROB) | KAWANGWARE 7ST 9,235.62 6,312.06|",F246 - KAWANGWARE 7.57 SPIRIT SPIRITS,,7.57,9235.62,,,
18,"KGL NBO F24 - KERICHO 7.5T SPIRIT SPIRITS NAO niet KERICHO 7,51 49,160,70 . 44,244.63",F24 - KERICHO 7.5T SPIRIT SPIRITS,KBL NBO F20 - KERICHO 7.5T SPIRIT,44244.63,,KBL NBO F20 - KERICHO 7.5T SPIRIT,523.17,43721.46
19,"KOL NBO F24 - KIBERA 7.57 SPIRIT SPIRITS NBO 751 10,411.62 9,370.46",F24 - KIBERA 7.57 SPIRIT SPIRITS,,7.57,10411.62,,,
19,"K@L NBO F24- KiSUMU AYOTI7.ST SPIRIT SPIRITS NBO 7.57 65,351.88 $8,843.69",F24- KiSUMU AYOTI7.ST SPIRIT SPIRITS,,7.57,65351.88,,,
19,"KGL NBO F24- KITALE 7.57 SPIRIT SPIRITS NEO 7ST 74,502.01 4",F24- KITALE 7.57 SPIRIT SPIRITS,,7.57,74502.01,,,
19,"BL NBO F24 - MAB 7.ST SPIRIT SPIRITS rs: NAIKOM [MAD 73% 9,235.62 8,312.06",F24 - MAB 7.ST SPIRIT SPIRITS,,9235.62,8312.06,,,
19,"KBL NBG F24- MUTOMO 7.57 SPIRIT SPIRITS Nao 25ST 39,877.48 35,889.73",F24- MUTOMO 7.57 SPIRIT SPIRITS,,7.57,39877.48,,,
19,"KBL NBO F24 - NAKURU 7.57 SPIRIT SPIRITS NBO 257 52,704.42 zaaaa.on |",F24 - NAKURU 7.57 SPIRIT SPIRITS,KBL NBO F20 - NAKURU 7.5T SPIRIT,7.57,52704.42,KBL NBO F20 - NAKURU 7.5T SPIRIT,731.04,-723.4699999999999
19,"KBL NBO F24 - THIKA 7.57 SPIRIT SPIRITS [NBO MOUNTAIN | THIKA 7.57] 12,302.65 11,072.39",F24 - THIKA 7.57 SPIRIT SPIRITS,KBL NBO F20 - THIKA 7.5T SPIRIT,7.57,7.57,KBL NBO F20 - THIKA 7.5T SPIRIT,912.91,-905.3399999999999
21,"F24-KSM-ATHIA-I BVEEERR - 147 BEER iM NAIROg! TATHIRIVER lat 80,255.53 72,229.38",F24-KSM-ATHIA-I BVEEERR - 147 BEER,,80255.53,72229.38,,,
21,"F24-KSM-BOMET- BEER. 147 a ‘SM. RIFT SOMET 1aT 31,473.83 28,326.4",F24-KSM-BOMET- BEER,,31473.83,,,,
21,"KOUKSM F24- BURUGURU 147 BEER URUBURU 147 77,224.30 65,501.87",F24- BURUGURU 147 BEER,,77224.3,65501.87,,,
21,"KNLKSM F20- DUSIA 147 BEER HUSIA lat 33,690.95 28,521.86",F20- DUSIA 147 BEER,KBL NBO F20 - BUSIA 14T BEER,33690.95,28521.86,KBL NBO F20 - BUSIA 14T BEER,349.58,33341.369999999995
21,"KGL KSM F24. ELOORET 147 BEER ELDORET iat 34,004, 38 30,603.94",F24. ELOORET 147 BEER,,30603.94,,,,
21,"F24-KSM -EMALI- BEER- 14T «MAL 1a 99,157.61 83,241.85",F24-KSM -EMALI- BEER,,99157.61,83241.85,,,
21,"F24-KSM-GAT-U NBEDEUR 147 BEER ks MOUNTAIN |GATUNDU ut 74,316.53 65,884.80",F24-KSM-GAT-U NBEDEUR 147 BEER,,74316.53,65884.8,,,
21,"KBL KSM F24- KISII 147 BEER KS RIFT xsi 147 33,031.40 7,920.26",F24- KISII 147 BEER,KBL NBO F20 - KISII 14T BEER,33031.4,7920.26,KBL NBO F20 - KISII 14T BEER,462.18,32569.22
21,"KOLKSM F24- KISUMU 347 BEER BEER KSM LAKE KISUMU 347 10,764.17 9,687.75",F24- KISUMU 347 BEER,,10764.17,9687.75,,,
21,"XBL KSM F24- KISUMU AYOTI 147 BEER BEER KS KISUMU AYOTI iat 11,744.17 10,569.75",F24- KISUMU AYOTI 147 BEER,KBL NBO F20 - KISUMU AYOTI 14T BEER,11744.17,10569.75,KBL NBO F20 - KISUMU AYOTI 14T BEER,993.59,10750.58
21,"F24-KSM-LIMURU-BEER- 147 BEER KSM UMURU i4T 64,192.45 $7,773.24",F24-KSM-LIMURU-BEER,,64192.45,7773.24,,,
