new_lane,product,tonnage,new_rate,matched_lane,matched_rate,score,abs_diff,pct_diff
F24- RSM. NYERI- SPIRITS,SPIRITS,24T,7.51,F24 - BDC - NYERI - Spirits - 14T,211.71,0.7692307692307693,204.20000000000002,96.45269472391479
F24-KSM.BURUBURU SPIRITS,SPIRITS,24T,36139.08,F24 - BDC - BURUBURU - Spirits - 14T,346.46,0.8,35792.62,10330.953068175259
F24 - KS. MERU - SPIRITS,SPIRITS,24T,69324.56,F24 - BDC - MERU - Spirits - 14T,289.7,0.7777777777777778,69034.86,23829.77562996203
F24 - KSM- MWIKI EB - SPIRITS,SPIRITS,24T,55943.25,F24 - BDC - MWIKI EB - Spirits - 14T,346.46,0.7906976744186046,55596.79,16047.102118570689
F24 . KSM- NAIVASHA EB - SPIRITS,SPIRITS,24T,39478.01,F24 - BDC - NAIVASHA EB - Spirits - 14T,970.56,0.8163265306122449,38507.450000000004,3967.5496620507756
F24 - KSI NAKURU - SPIRITS,SPIRITS,24T,50292.53,F24 - BDC - NAKURU - Spirits - 14T,149.01,0.7804878048780488,50143.52,33651.110663713844
F24- KSM. NJORO EB- SPIRITS,SPIRITS,24T,29378.68,F24 - BDC - NJORO EB - Spirits - 14T,898.22,0.7906976744186046,28480.46,3170.766627329607
F24 - KSM- NYAHURURU - SPIRITS,SPIRITS,24T,38694.72,F24 - BDC - NYAHURURU - Spirits - 14T,835.51,0.8085106382978723,37859.21,4531.269524003303
F24 - KSM- RUIRU EB - SPIRITS,SPIRITS,24T,59206.99,F24 - BDC - RUIRU EB - Spirits - 14T,720.74,0.7906976744186046,58486.25,8114.750117934345
F24 . KSM.. TALA- SPIRITS,SPIRITS,24T,68044.22,F24 - BDC - TALA - Spirits - 14T,195.51,0.7567567567567568,67848.71,34703.44739399519
F24-BOC -ATHIRIVER - BEER,BEER,24T,12163.64,F24 -BDC -ATHI RIVER - Beer - 14T,771.07,0.8780487804878049,11392.57,1477.5013941665475
F24 -BOC -DAGORETTI CORNER - BEER,BEER,24T,9756.54,F24 -BDC -DAGORETTI CORNER - Beer - 14T,421.35,0.9056603773584906,9335.19,2215.5428978284085
F24-BOC -EMBU - BEER,BEER,24T,32943.52,F24 -BDC -EMBU - Beer - 14T,975.02,0.8387096774193549,31968.499999999996,3278.7532563434597
F24 BDC -GATUNDU . BEER,BEER,24T,17159.99,F24 -BDC -GATUNDU - Beer - 14T,869.38,0.918918918918919,16290.610000000002,1873.819273505257
F24 -AOC -JUJA- BEER,BEER,24T,14607.0,F24 -BDC -JUJA - Beer - 14T,264.29,0.7741935483870968,14342.71,5426.883347837602
F24 BOC -KAGIO- BEER,BEER,24T,28901.88,F24 -BDC -KAGIO - Beer - 14T,850.89,0.8484848484848485,28050.99,3296.6646687585944
F24 -BDC -KAYOLE - BEER,BEER,24T,10840.93,F24 -BDC -KAYOLE - Beer - 14T,421.35,0.9142857142857143,10419.58,2472.9037617182867
F24 -BOC -MAKUTANO - BEER,BEER,24T,24030.78,F24 -BDC -MAKUTANO - Beer - 14T,782.82,0.8717948717948718,23247.96,2969.77082854296
F24 -BDC -MOMBASA - BEER,BEER,24T,93706.03,F24 -BDC -MOMBASA - Beer - 14T,601.84,0.918918918918919,93104.19,15469.923900039876
F24 -BOC -NAIRODI- BEER,BEER,24T,20840.93,F24 -BDC -NAIROBI - Beer - 14T,421.35,0.8108108108108109,20419.58,4846.22760175626
F24 -BOC -NANYUKI - BEER,BEER,24T,45210.25,F24 -BDC -NANYUKI - Beer - 14T,553.32,0.8648648648648649,44656.93,8070.7239933492365
F24 -BDC -NKUBU - BEER,BEER,24T,48209.63,F24 -BDC -NKUBU - Beer - 14T,552.68,0.9090909090909091,47656.95,8622.883042628646
F24 -BDC -NYAHURURU- BEER,BEER,24T,43900.61,F24 -BDC -NYAHURURU - Beer - 14T,865.54,0.926829268292683,43035.07,4972.0486632622415
F24 BOC -NYAU- BEER,BEER,24T,104301.52,F24 -BDC -NYALI - Beer - 14T,789.3,0.75,103512.22,13114.433041935894
F24 BDC -RONGAI- BEER,BEER,24T,11832.97,F24 -BDC -RONGAI - Beer - 14T,433.64,0.9142857142857143,11399.33,2628.7542662116043
F24 -BDC -RUAKA - BEER,BEER,24T,10840.53,F24 -BDC -RUAKA - Beer - 14T,421.35,0.9090909090909091,10419.18,2472.8088287646847
F24 -BOC -RUIRU - BEER,BEER,24T,14147.72,F24 -BDC -RUIRU - Beer - 14T,795.64,0.8484848484848485,13352.08,1678.1559499271025
F24 -BDC -UKUNDA - BEER,BEER,24T,110506.46,F24 -BDC -UKUNDA - Beer - 14T,120.88,0.9142857142857143,110385.58,91318.31568497684
F24 BOC -VOt- BEER,BEER,24T,72479.42,F24 -BDC -VOI - Beer - 14T,317.78,0.7586206896551724,72161.64,22708.049594058783
F24-BOC-BUAUBUAU-BEER,BEER,24T,16152.37,F24 -BDC -BURUBURU - Beer - 14T,421.35,0.7692307692307693,15731.02,3733.4804794114157
F24 -BDC -DAGORETTI CORNER - BEER,BEER,24T,16152.37,F24 -BDC -DAGORETTI CORNER - Beer - 14T,421.35,0.9433962264150944,15731.02,3733.4804794114157
F24 -BOC -ISIOLO - BEER,BEER,24T,96391.1,F24 -BDC -ISIOLO - Beer - 14T,29.25,0.8571428571428571,96361.85,329442.22222222225
F24 -BOC -KAREN THT -GCER- 207 BEER,BEER,24T,36152.37,F24 -BDC -KAREN THT - Beer - 14T,421.35,0.7391304347826086,35731.020000000004,8480.128159487364
F24 -BOC -KITUI- REER- 307 BEER,BEER,24T,56958.72,F24 -BDC -KITUI - Beer - 30T,459.92,0.75,56498.8,12284.484258131848
F24 -D0C -LIMURU - BEER,BEER,24T,19203.69,F24 -BDC -LIMURU - Beer - 14T,352.19,0.8571428571428571,18851.5,5352.650557937477
F24 -BDC -MACHAKOS- IEER- JOT BEER,BEER,24T,29629.76,F24 -BDC -MACHAKOS - Beer - 14T,6.42,0.782608695652174,29623.34,461422.74143302185
F24 BDC -MAUA - BEER,BEER,24T,95609.83,F24 -BDC -MAUA - Beer - 14T,299.98,0.9032258064516129,95309.85,31772.068137875856
F24 -NDC -ME- RBEEUR - 307 BEER,BEER,24T,79900.05,F24 -BDC -MERU - Beer - 14T,364.59,0.6842105263157895,79535.46,21815.04155352588
F24 -BDC -MOMBASA BEER,BEER,24T,104782.48,F24 -BDC -MOMBASA - Beer - 14T,601.84,0.918918918918919,104180.64,17310.354911604412
F24 -BDC -NAROK - HEER - 307 BEER,BEER,24T,53862.96,F24 -BDC -NAROK - Beer - 30T,320.98,0.8,53541.979999999996,16680.783849461022
F24 -BOC -NKUBU . BEER,BEER,24T,75465.17,F24 -BDC -NKUBU - Beer - 14T,552.68,0.8484848484848485,74912.49,13554.405804443802
F24-BOC -NYALI- BEER,BEER,24T,139688.37,F24 -BDC -NYALI - Beer - 14T,789.3,0.8484848484848485,138899.07,17597.75370581528
F24 -BOC -RUAKA- NEER- 407 BEER,BEER,24T,26152.97,F24 -BDC -RUAKA - Beer - 14T,421.35,0.7,25731.620000000003,6106.946718879792
F24 -BDC -RUIRU - BEER,BEER,24T,19336.3,F24 -BDC -RUIRU - Beer - 14T,795.64,0.9090909090909091,18540.66,2330.2825398421396
F24 BDC -TALA. BEER,BEER,24T,39020.68,F24 -BDC -TALA - Beer - 14T,270.4,0.9032258064516129,38750.28,14330.724852071005
F24 -BDC -IKUNDA. BEER,BEER,24T,127054.88,F24 -BDC -UKUNDA - Beer - 14T,120.88,0.8571428571428571,126934.0,105008.27266710787
F24 -BDC -VOl- BEER,BEER,24T,84624.73,F24 -BDC -VOI - Beer - 14T,317.78,0.8275862068965517,84306.95,26529.973566618417
F24 BDC -BOMET- BEER,BEER,24T,7.57,F24 -BDC -BOMET - Beer - 14T,427.29,0.9090909090909091,419.72,98.22836949144609
F24 -BDC -BURUAUAU - BEER,BEER,24T,7.57,F24 -BDC -BURUBURU - Beer - 14T,421.35,0.8205128205128205,413.78000000000003,98.20339385309126
F24 -BDC -DIANI- BEER,BEER,24T,86459.13,F24 -BDC -DIANI - Beer - 14T,120.88,0.9090909090909091,86338.25,71424.76009265387
F24 -BOC -EMALI- DEER - 7.57 BEER,BEER,24T,2.57,F24 -BDC -EMALI - Beer - 7.5T,420.85,0.75,418.28000000000003,99.38933111559939
F24 -BDC -EMBU - BEER,BEER,24T,29203.04,F24 -BDC -EMBU - Beer - 14T,975.02,0.9032258064516129,28228.02,2895.1221513404853
F24 -BDC -HURUMA - BEER,BEER,24T,7.57,F24 -BDC -HURUMA - Beer - 14T,421.35,0.9142857142857143,413.78000000000003,98.20339385309126
F24 -BDG -JUIA - BEER,BEER,24T,7.57,F24 -BDC -JUJA - Beer - 14T,264.29,0.7741935483870968,256.72,97.13572212342503
F24-BOC -KAREN THT -BEER,BEER,24T,7.57,F24 -BDC -KAREN THT - Beer - 14T,421.35,0.8717948717948718,413.78000000000003,98.20339385309126
F24 -BDC -LOKICHOGIO - BEER,BEER,24T,134583.77,F24 -BDC -LOKICHOGIO - Beer - 14T,959.39,0.9302325581395349,133624.37999999998,13928.05636915123
F24 -B-O MECRU - BEER,BEER,24T,7.51,F24 -BDC -MERU - Beer - 14T,364.59,0.7741935483870968,357.08,97.94015195150718
F24-BDC -NAIROBI THT - BEER,BEER,24T,16085.22,F24 -BDC -NAIROBI THT - Beer - 14T,421.35,0.9302325581395349,15663.869999999999,3717.5436098255605
F24 -BDC -NAIVASHA BEER,BEER,24T,2.51,F24 -BDC -NAIVASHA - Beer - 14T,45.45,0.9230769230769231,42.940000000000005,94.47744774477448
F24 -DOC -NYAHUAURU - MEER- 7.57 BEER,BEER,24T,7.51,F24 -BDC -NYAHURURU - Beer - 7.5T,412.36,0.75,404.85,98.17877582694733
F24 -BDC -NYALI- BEER,BEER,24T,79074.24,F24 -BDC -NYALI - Beer - 14T,789.3,0.9090909090909091,78284.94,9918.274420372481
F24 -DC -RONGAI- BEER,BEER,24T,7.57,F24 -BDC -RONGAI - Beer - 14T,433.64,0.8823529411764706,426.07,98.25431233281063
F24 -BDC -THIKA- BEER,BEER,24T,7.51,F24 -BDC -THIKA - Beer - 14T,232.01,0.9090909090909091,224.5,96.76307055730356
F24 -BDC -VOl- BEER,BEER,24T,62405.62,F24 -BDC -VOI - Beer - 14T,317.78,0.8275862068965517,62087.840000000004,19537.994839196934
F24-DDC -EMAL- BEER,BEER,24T,36741.91,F24 -BDC -EMALI - Beer - 14T,163.12,0.8125,36578.79,22424.466650318784
F24-RDC -ISIOLO - BEER,BEER,24T,49927.42,F24 -BDC -ISIOLO - Beer - 14T,29.25,0.8571428571428571,49898.17,170592.0341880342
F24-BDC -JUJA - BEER,BEER,24T,25755.44,F24 -BDC -JUJA - Beer - 14T,264.29,0.9032258064516129,25491.149999999998,9645.14359226607
F24 -BDC -KAYOLE - BEER,BEER,24T,10860.94,F24 -BDC -KAYOLE - Beer - 14T,421.35,0.9142857142857143,10439.59,2477.652782722202
F24-BDC -LOKICHOGIO - BEER,BEER,24T,98739.08,F24 -BDC -LOKICHOGIO - Beer - 14T,959.39,0.9302325581395349,97779.69,10191.860452996176
F24 -BDC -MACHAKOS - BEER,BEER,24T,51327.91,F24 -BDC -MACHAKOS - Beer - 14T,6.42,0.9230769230769231,51321.490000000005,799400.15576324
F24 -BDC NAIROBI THT BEER,BEER,24T,10860.94,F24 -BDC -NAIROBI THT - Beer - 14T,421.35,0.9302325581395349,10439.59,2477.652782722202
F24 -BDC -NAROK - BEER,BEER,24T,22923.5,F24 -BDC -NAROK - Beer - 14T,662.16,0.9090909090909091,22261.34,3361.9276307841005
F24 -BOC -RONGAI- BEER,BEER,24T,10860.94,F24 -BDC -RONGAI - Beer - 14T,433.64,0.8571428571428571,10427.300000000001,2404.598284291117
F24 -BOC .TALA. BEER,BEER,24T,58008.04,F24 -BDC -TALA - Beer - 14T,270.4,0.8387096774193549,57737.64,21352.6775147929
F24 -ODC -THIKA - BEER,BEER,24T,17661.54,F24 -BDC -THIKA - Beer - 14T,232.01,0.8484848484848485,17429.530000000002,7512.404637731133
F24 -NDC -UKUNDA - BEER,BEER,24T,33183.2,F24 -BDC -UKUNDA - Beer - 14T,120.88,0.8571428571428571,33062.32,27351.35671740569
F24- ADC. BABADOGO - SPIRITS,SPIRITS,24T,10767.83,F24 - BDC - BABADOGO - Spirits - 14T,346.46,0.8888888888888888,10421.37,3007.9576285862727
F24- BDC - BOMET - SPIRITS,SPIRITS,24T,49973.34,F24 - BDC - BOMET - Spirits - 14T,352.39,0.9230769230769231,49620.95,14081.259400096485
F24- ADC - DAGORETTICORNEN-SPIRITS,SPIRITS,24T,10767.59,F24 - BDC - DAGORETTI CORNER - Spirits - 14T,346.46,0.8813559322033898,10421.130000000001,3007.8883565202336
F24- BDC - DANDORA C8 - SPIRITS,SPIRITS,24T,10767.53,F24 - BDC - DANDORA EB - Spirits - 14T,346.46,0.851063829787234,10421.070000000002,3007.871038503724
F24. BDC - ELDORET. SPIRITS,SPIRITS,24T,73.03,F24 - BDC - ELDORET - Spirits - 14T,556.97,0.9302325581395349,483.94000000000005,86.88798319478607
F24- DC - EMGU - SPIRI- T14S7 SPIRITS,SPIRITS,24T,32870.12,F24 - BDC - EMBU - Spirits - 14T,900.12,0.7391304347826086,31970.000000000004,3551.7486557347916
F24- BDC- EMBU EB- SPIRITS,SPIRITS,24T,32870.12,F24 - BDC - EMBU EB - Spirits - 14T,900.12,0.926829268292683,31970.000000000004,3551.7486557347916
F24- ADC- ISIOLO- SPIRITS,SPIRITS,24T,61343.27,F24 - BDC - ISIOLO - Spirits - 14T,954.36,0.8780487804878049,60388.909999999996,6327.686617209438
F24- DC - JUJA EB - SPIRITS,SPIRITS,24T,14533.6,F24 - BDC - JUJA EB - Spirits - 14T,189.39,0.9,14344.210000000001,7573.900417128678
F24- ADC - KANGEMA EB - SPIRITS,SPIRITS,24T,29012.19,F24 - BDC - KANGEMA EB - Spirits - 14T,963.46,0.8936170212765957,28048.73,2911.2500778444355
F24 - BDC. KAREN THT - SPIRITS,SPIRITS,24T,9690.76,F24 - BDC - KAREN THT - Spirits - 14T,346.46,0.9333333333333333,9344.300000000001,2697.0790278820073
F24. BDC. KIBERA EB - SPIRITS,SPIRITS,24T,10767.53,F24 - BDC - KIBERA EB - Spirits - 14T,346.46,0.9333333333333333,10421.070000000002,3007.871038503724
F24 - BOC - KITHYUKO EB - SPIRITS,SPIRITS,24T,71767.06,F24 - BDC - KITHYUKO EB - Spirits - 14T,775.36,0.8979591836734694,70991.7,9155.966260833677
F24 - HOC - KITUI - SPIRITS,SPIRITS,24T,35696.61,F24 - BDC - KITUI - Spirits - 14T,774.09,0.8205128205128205,34922.520000000004,4511.428903615859
F24- NDC LOKICHOGIO -SPiniTs- 1477 SPIRITS,SPIRITS,24T,174354.8,F24 - BDC - LOKICHOGIO - Spirits - 14T,884.49,0.8,173470.31,19612.467071419687
F24- BOC. MAKONG- SEPIRNITIS - 147 SPIRITS,SPIRITS,24T,17435.64,F24 - BDC - MAKONGENI - Spirits - 14T,150.66,0.7368421052631579,17284.98,11472.839506172839
F29- HOC- MAKUTAND - 5PIRITS - 347 SPIRITS,SPIRITS,30T,23957.36,F24 - BDC - MAKUTANO - Spirits - 30T,310.21,0.6545454545454545,23647.15,7622.948970052546
F24- BOC - MATHARE EB- SPIRITS,SPIRITS,24T,10767.53,F24 - BDC - MATHARE EB - Spirits - 14T,346.46,0.8936170212765957,10421.070000000002,3007.871038503724
F24 - BOG - MAUA- SPIRITS,SPIRITS,24T,60626.59,F24 - BDC - MAUA - Spirits - 14T,225.09,0.8108108108108109,60401.5,26834.377360167044
F24 - BDC - MOMBASA - SPIRITS,SPIRITS,24T,104044.43,F24 - BDC - MOMBASA - Spirits - 14T,526.95,0.9302325581395349,103517.48,19644.649397476038
F24- BOC - MWIKi EO - SPIRITS,SPIRITS,24T,10767.53,F24 - BDC - MWIKI EB - Spirits - 14T,346.46,0.8372093023255814,10421.070000000002,3007.871038503724
F24- BDC- NAIROBI THT - SPIRITS,SPIRITS,24T,10767.53,F24 - BDC - NAIROBI THT - Spirits - 14T,346.46,0.9387755102040817,10421.070000000002,3007.871038503724
F24- DOG - NAIVASHA E1- SPIRITS,SPIRITS,24T,25099.15,F24 - BDC - NAIVASHA EB - Spirits - 14T,970.56,0.8163265306122449,24128.59,2486.04826079789
F24.- BOC - NAN-Y SPIURITSK - 1I4T SPIRITS,SPIRITS,5T,45196.86,F24 - BDC - NAIROBI THT - Spirits - 14T,346.46,0.6785714285714286,44850.4,12945.332794550597
F24- BDC - NAROK EB . SPIRITS,SPIRITS,24T,34523.52,F24 - BDC - NAROK EB - Spirits - 14T,587.26,0.9302325581395349,33936.259999999995,5778.745359806559
F24- BDC- NGARA EB - SPITS- 147 SPIRITS,SPIRITS,24T,10767.53,F24 - BDC - NGARA EB - Spirits - 14T,346.46,0.8235294117647058,10421.070000000002,3007.871038503724
F24 - BDC - NKUBU - SPIRITS,SPIRITS,24T,48136.24,F24 - BDC - NKUBU - Spirits - 14T,477.79,0.9230769230769231,47658.45,9974.76925008895
F24- BDC- NAB CITY CENT EB - SPIRITS,SPIRITS,24T,10767.53,F24 - BDC - NRB CITY CENT EB - Spirits - 14T,346.46,0.9090909090909091,10421.070000000002,3007.871038503724
F24.8DC . NABSHAIMOYO ES SPIRITS,SPIRITS,24T,10767.53,F24 - BDC - NRB SHRI MOYO EB - Spirits - 14T,346.46,0.8,10421.070000000002,3007.871038503724
F24 - BDC - RUIAU EB SPIRITS,SPIRITS,24T,14074.33,F24 - BDC - RUIRU EB - Spirits - 14T,720.74,0.8837209302325582,13353.59,1852.761051141882
F24- BDC- TALA- SPIRITS,SPIRITS,24T,25319.6,F24 - BDC - TALA - Spirits - 14T,195.51,0.918918918918919,25124.09,12850.539614341977
F24- BDC - BARADOGO - SPIRITS,SPIRITS,24T,16012.24,F24 - BDC - BABADOGO - Spirits - 14T,346.46,0.8888888888888888,15665.78,4521.670611325983
F24- NOC - BOMIET - SPIRITS,SPIRITS,24T,78287.5,F24 - BDC - BOMET - Spirits - 14T,352.39,0.8,77935.11,22116.15255824513
F24-OOC- OAGORETTICORNER. SPIRITS,SPIRITS,24T,16012.24,F24 - BDC - DAGORETTI CORNER - Spirits - 14T,346.46,0.847457627118644,15665.78,4521.670611325983
F24- BOC - DANDORA E6 - SPIRITS,SPIRITS,24T,16012.24,F24 - BDC - DANDORA EB - Spirits - 14T,346.46,0.851063829787234,15665.78,4521.670611325983
F24- BDC. ELOORET- SPIRITS,SPIRITS,24T,109474.54,F24 - BDC - ELDORET - Spirits - 14T,556.97,0.8837209302325582,108917.56999999999,19555.374616227084
F24- BOC- EMBU - SPIRITS,SPIRITS,24T,51056.23,F24 - BDC - EMBU - Spirits - 14T,900.12,0.8648648648648649,50156.11,5572.158156690219
F24- BDC. EMBU EB. SPIRITS,SPIRITS,24T,51056.23,F24 - BDC - EMBU EB - Spirits - 14T,900.12,0.926829268292683,50156.11,5572.158156690219
F24 . BDC . GITHUNGURI E6 - SPIRITS,SPIRITS,24T,26438.31,F24 - BDC - GITHUNGURI EB - Spirits - 14T,0.69,0.9056603773584906,26437.620000000003,3831539.130434783
F24 - DDC- KANGEMA EB - SPIRITS,SPIRITS,24T,44835.09,F24 - BDC - KANGEMA EB - Spirits - 14T,963.46,0.8936170212765957,43871.63,4553.549706266996
F24- BOC KAWANGWARE EB SPIRITS,SPIRITS,24T,16012.24,F24 - BDC - KAWANGWARE EB - Spirits - 14T,346.46,0.9056603773584906,15665.78,4521.670611325983
f24- BDC - KEAICHO EB - SPIRITS,SPIRITS,24T,90197.3,F24 - BDC - KERICHO EB - Spirits - 14T,850.8,0.8936170212765957,89346.5,10501.46920545369
F24 - BOC - KITHYUKO EB - SPIRITS,SPIRITS,24T,49278.76,F24 - BDC - KITHYUKO EB - Spirits - 14T,775.36,0.8979591836734694,48503.4,6255.597399917458
F24 - BOC - MACHAKOS - SPIRITS,SPIRITS,24T,29489.64,F24 - BDC - MACHAKOS - Spirits - 14T,931.53,0.8888888888888888,28558.11,3065.7209107597178
F24 - BDC - MERU - SPIRITS,SPIRITS,24T,79768.72,F24 - BDC - MERU - Spirits - 14T,289.7,0.918918918918919,79479.02,27434.939592682087
F24 - BOC - MOMBASA- SPIRITS,SPIRITS,24T,104642.36,F24 - BDC - MOMBASA - Spirits - 14T,526.95,0.8837209302325582,104115.41,19758.11936616377
F24 - BDC - NAIVASHA EB - SPIRITS,SPIRITS,24T,38525.07,F24 - BDC - NAIVASHA EB - Spirits - 14T,970.56,0.9387755102040817,37554.51,3869.3651088031656
F24 BOC - NGONG - SPIRITS,SPIRITS,24T,21048.41,F24 - BDC - NGONG - Spirits - 14T,533.28,0.8717948717948718,20515.13,3846.9715721572165
F24 - BOC - NKUBU - SPIRITS,SPIRITS,24T,75325.05,F24 - BDC - NKUBU - Spirits - 14T,477.79,0.8717948717948718,74847.26000000001,15665.304841038951
F24 - BOC- NYAHURURU - SPIRITS,SPIRITS,24T,65757.24,F24 - BDC - NYAHURURU - Spirits - 14T,835.51,0.8936170212765957,64921.73,7770.311546241219
F240 - IOC - NYALI- SPIRITS,SPIRITS,24T,107593.43,F24 - BDC - NYALI - Spirits - 14T,714.41,0.8,106879.01999999999,14960.459680015678
F24 - BOC- AUIRU ED - SPIRITS,SPIRITS,24T,21344.65,F24 - BDC - RUIRU EB - Spirits - 14T,720.74,0.7906976744186046,20623.91,2861.490967616616
F24 - BOC -ATHI RIVER- SPIRITS,SPIRITS,24T,7.57,F24 - BDC - ATHI RIVER - Spirits - 14T,696.17,0.8936170212765957,688.5999999999999,98.91262191706048
F24 - BDC- PANDORA EB - SPIRITS,SPIRITS,24T,7.57,F24 - BDC - DANDORA EB - Spirits - 14T,346.46,0.8936170212765957,338.89,97.81504358367489
F24 - BOC- EMBU - SPIRITS,SPIRITS,24T,29170.76,F24 - BDC - EMBU - Spirits - 14T,900.12,0.8648648648648649,28270.64,3140.7634537617205
